"DetailID","RiskSourceDet","txtDetCompositeWeight","BUManagerDet","OSVendorDet","txtLocation","Threat","Risk","Mitigations","Response","Customers","Impact","Controls","ControlsWeight","PolicyRate","PolicyWeight","InherentRisk","VendorRisk","VendorRiskWeight","MarketRisk","MarketRiskWeight","OperationalRisk","OperationalRiskWeight","ComplianceRisk","ComplianceRiskWeight","StrategicRisk","StrategicRiskWeight","ReputationRisk","ReputationRiskWeight","CreditRisk","CreditRiskWeight","FiduciaryRisk","FiduciaryRiskWeight","RegulatoryLegalRisk","RegulatoryLegalRiskWeight","HumanResourceRisk","HumanResourceRiskWeight","CompositeRisk","RiskRating","ReviewDate","BSARisk","RegulatoryRisk","CISPRisk","AuditRisk","ComplianceRiskCK","RedFlagRisk","Outsourced","RiskManagerDet","RiskManager2Det","RiskManager3Det","RiskManager4Det","PolicyDet","Policy2Det","Policy3Det","Policy4Det","FrequencyDet","PriorRating","IntPriorRating","Comments","Trend","LastReviewer","PriorRatingCalc","RiskTypeDet","Required","calInherentRiskRating","txtAuditReviewFreq","nbrVendorIRR","dteLastAudit","dteNextAudit","memAuditComments"
439,"Audit",3.00,"Information Security",,"Information Technology","Confidential customer information is obtained via a breach in bank or third party security.

Unauthorized change to a customer's account by an employee in an attempt to ""hijack"" the account or not verifying the customer is authorized to change account information.

Social engineers may impersonate customers or technicians and steal information or access bank equipment.","Customer Information Security","Vendor reviews, training, penetration testing, limited access to customer information based on job duties.

All information is maintained in accordance with the retention schedule.  Employee training procedures are outlined in the Customer Information Security Policy.  Employee access is controlled by computer security levels and is limited to a minimum ability to change customer account information.  Security logs and network auditing reports provide additional controls to review unauthorized access attempts.  The bank has ranked account changes by risk.  High risk changes are subject to output review.  A source document must be created and submitted to the Maintenance Department for high risk changes.  Output verification steps are used to compare generated reports of changed information considered high risk to source documents.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action.",5.00,5.00,0.50,1.00,0.50,1.00,3.75,3.50,1.00,2.75,1.00,4.00,1.00,4.25,1.00,2.75,1.00,4.50,1.00,4.25,1.00,2.50,1.00,4.00,1.00,2.50,1.00,3.50,2.15,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Jay Clevenger"," "," ","Audit Policy","Customer Identification Policy"," ",,"Annual",2.15,2.15,,"Threat Unchanged","mdt",,"Reputational Risk",,4.31,"Annual",,,,
440,"Audit",3.00,"Electronic Banking Department",,"Electronic Banking","Fraud or theft.","ATM/Debit Cards","Reconcilements daily.  Customer education and training in PIN and Debit Card security is done periodically on the web site and with statement mailings.","Convene incident response committee to determine if compromise is isolated or widespread and if the issue is in the Bank or at a provider or at a servicer.  Make action plan to determine the continued operaton of this service and how to advise customers.",4.75,5.00,0.75,1.00,0.70,1.00,5.00,4.50,4.00,4.25,1.00,4.50,4.00,3.50,1.00,2.75,1.00,4.75,5.00,4.00,1.00,2.50,1.00,3.75,1.00,2.50,1.00,4.15,3.42,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Kathy Zolman"," "," ","Audit Policy",," ",,"Annual",3.42,3.42,"The bank provides instant issue debit cards.","Threat Unchanged","mdt",,"Reputational Risk",,4.72,"Annual",,,,
446,"Audit",3.00,"Town and Country Insurance",,"Town and Country Insurance","Improper accounting / entries.
Bad debt.
All information / documentation is automated.  There's a risk of loss of information.
Insurance carriers could decide to exit Arkansas because they don't like the insurance climate here.","Town and Country Insurance","Management reviews monthly.
1.  On commercial accounts, Town and Country does the billing locally.  They send out a letter on policies that are 30 days past due.  The policies are terminated once they are 60 days past due.  2.  The other insurance policies, such as homeowner, auto, etc. are billed directly by the insurance carrier.  The carrier terminates those past due policies.
A back-up is ran every night.
If a carrier decides to leave, they give a time period for it to happen in.  Town and Country would then locate another carrier and move those accounts affected.","Convene incident response team and bank senior management to find where insurance subsidiary tracking of audit trail, risk trends, and reporting is lacking.   Provide accurate handling of communications with bank regulators and  public offices so that reputation damage is minimized.  Use bank legal counsel to help mitigate financial losses",3.75,2.75,0.50,1.00,0.50,1.00,2.50,3.25,1.00,2.50,1.00,2.50,1.00,3.00,1.00,2.50,1.00,2.75,1.00,2.50,1.00,1.75,1.00,2.75,1.00,1.50,1.00,2.50,1.43,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Dick Darouse"," "," ","Audit Policy",," ",,"Annual",1.43,1.43,"Management has requested annual audits.","Threat Unchanged","mdt",,"Compliance Risk",,2.87,"Annual",,,,
447,"Audit",3.00,"ALCO Committee",,"Executive Management","Possible volatile rate environment with uncertainty of direction Federal Reserve will move.","Interest Rate Risk","Continuous monitoring of markets and direct bank competition.","Convene compliance committee and bank senior management to respond to swings or volatility in market rates.  Bank committees will respond to interest rate risk in a measured rate.",3.25,5.00,0.75,1.00,1.00,1.00,5.00,2.50,1.00,3.25,1.00,3.25,1.00,3.00,1.00,3.25,1.00,2.75,1.00,3.25,1.00,2.25,1.00,2.50,1.00,1.50,1.00,2.75,3.50,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",3.50,3.50,,"Threat Unchanged","mdt",,"Liquidity Risk",,4.00,"Annual",,,,
448,"Audit",3.00,"ALCO Committee",,"Global Bank Risk","Disproportional demand for loan funding in relationship to deposit funding.","Liquidity Risk","Close monitoring of deposit maturities, alternative sources of funds.  Geographic diversification, securities portfolio, etc.","Notify security officer and convene incident response team.  Evaluate bank financial and asset issues and consider customer/public notification as necessary.  Document issues to prevent future recurrence.  Consider regulatory and law enforcement notification as necessary.",3.50,4.50,0.50,1.00,0.50,1.00,4.75,1.50,1.00,3.25,1.00,3.50,1.00,3.25,1.00,2.00,1.00,2.50,1.00,3.50,1.00,2.00,1.00,2.50,1.00,1.00,1.00,2.50,1.90,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",1.90,1.90,,"Threat Unchanged","mdt",,"Liquidity Risk",,3.81,"Annual",,,,
449,"Audit",3.00,"Executive Management",,"Global Bank Risk","Reversal of public opinion of bank.  Loss of competitive edge.","Reputation Risk","Remain focused on excellent customer service, meeting the needs of the consumer.","Convene incident response team and bank senior management to find where reputation damage has occurrred.   Provide accurate  and timely handling of communications with bank regulators and  public offices so that reputation damage is minimized.  Use bank legal counsel to help mitigate financial losses",3.00,4.00,0.50,1.00,0.50,1.00,2.75,1.50,1.00,1.25,1.00,2.25,1.00,2.50,1.00,2.00,1.00,2.50,1.00,2.00,1.00,1.50,1.00,2.50,1.00,1.50,1.00,1.95,1.46,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",1.46,1.46,,"Threat Unchanged","mdt",,"Reputational Risk",,2.92,"Annual",,,,
450,"Audit",3.00,"Executive Management",,"Global Bank Risk","Declining earnings, loss of market share, loss of stockholder support.","Strategic Risk - Audit","Attention to budget and long-term strategic goals with monitoring in place to adjust direction when necessary.  Active ALM in place.","Convene incident response team and bank senior management to find where auditing trail of risk trends and reporting is lacking.   Provide accurate handling of communications with bank regulators and  public offices so that reputation damage is minimized.  Use bank legal counsel to help mitigate financial losses",3.00,4.75,0.50,1.00,0.50,1.00,4.75,2.00,1.00,1.50,1.00,3.50,1.00,4.00,1.00,4.25,1.00,2.50,1.00,2.00,1.00,1.75,1.00,3.25,1.00,1.50,1.00,2.62,1.89,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",1.89,1.89,,"Threat Unchanged","mdt",,"Strategic Risk",,3.78,"Annual",,,,
451,"Audit",3.00,"Executive Management",,"Global Bank Risk","Lack of compliance to bank regulations and adherence to bank policies.","Legal Risk","Successful monitoring and reporting by all support staff:  Loan review, compliance, audit, and outside consulting assistance.","Convene compliance committee to ascertain the seriousness of compliance issues and failure to failure to follow existing bank policies.  Bank may involve outside compliance consultants and legal counsel.",2.75,4.00,0.50,1.00,0.50,1.00,3.00,2.00,1.00,2.00,1.00,3.00,1.00,2.50,1.00,2.00,1.00,4.00,1.00,2.00,1.00,1.50,1.00,3.50,1.00,1.50,1.00,2.40,1.51,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",1.51,1.51,,"Threat Unchanged","mdt",,"Reputational Risk",,3.03,"Annual",,,,
452,"Audit",3.00,"Retail Services",,"Main Office","Physical protection of cash.
Excessive cash in teller drawers.
Vault and teller outages.
Robbery.
Teller theft.","Cash - Main Office Location","1.  Security cameras and alarms.  2.  Vault/Teller Drawer locks, combinations, and keys.  3.  Vaults are under dual control and entry logs are maintained.
1.  Each teller is given a specified cash limit.  2.  Surprise cash counts are conducted periodically.  3.  Tellers are given a structured program and closely supervised and assisted.
1. Teller and vault outages are reviewed by supervisors / managers.  2. Surprise cash counts are conducted periodically.  3.  Tellers maintain their own cash drawer or supply.  4.  Vaults are under dual control and entry logs are maintained.  5.  Each teller's cash settlement is verified daily to an independent control from the proof department.
1.  Bank security cameras and alarms.  2.  Vault locks, combinations and keys.  3.  Tellers maintain bait money in their working cash drawer.  4.  Tellers are given a structured training program and are closely supervised and assisted.
1.  Bank security cameras and alarms.  2.  Vault/Teller Drawer locks, combinations, and keys.  3.  Vaults are under dual control and entry logs are maintained.  4.  Surprise cash counts are conducted periodically.  5.  Tellers are prohibited from cashing their own checks.  6.  Tellers are prevented from having duties in other departments, unless approved by ITSC.  7.  Tellers maintain their own cash drawer or supply.","Notify security officer and convene incident response team.  Evaluate bank financial issues and consider customer/public notification as necessary.  Document issues to prevent future recurrence.  Consider regulatory and law enforcement notification as necessary.",3.25,4.50,0.50,1.00,0.50,1.00,4.50,2.25,1.00,2.00,1.00,3.00,4.00,3.25,1.00,2.50,1.00,3.75,5.00,3.50,3.00,2.50,1.00,1.50,1.00,1.50,1.00,2.98,1.90,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Terri Coleman"," "," ","Audit Policy",," ",,"Annual",1.90,1.90,,"Threat Unchanged","mdt",,"Reputational Risk",,3.80,"18 Months",,,,
453,"Audit",3.00,"Accounting",,"Accounting","Unauthorized entries.
Items clear incorrectly.
Stale dated reconciling item.","Due from Banks","Reconcilements by independent party and reviewed by management daily.
Reconcilements by independent party and reviewed by management daily.
Reconcilements by independent party and reviewed by management daily.","Meeting of Bank's senior management and security officer to determine potential losses from unintentional or intentional payments or transactions from banks.   The bank will consider use of bank legal counsel, financial counsel, and regulatory assistance as requried.",5.00,5.00,0.80,1.00,0.75,1.00,5.00,2.00,1.00,2.00,1.00,3.00,3.00,2.50,1.00,2.00,1.00,2.00,1.00,3.00,5.00,1.50,1.00,2.75,1.00,1.50,1.00,2.51,3.39,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",3.39,3.39,,"Threat Unchanged","mdt",,"Liquidity Risk",,4.37,"Semi-Annual",,,,
454,"Audit",3.00,"Wire Transfer Department",,"Money Services","Unauthorized access to Fed computer.
Failure to authenticate outgoing wire transfer requests.
Wire transferred with uncollected funds.
Wire transfer settlement and reconciliation errors.
Employee theft.","Wire Transfers","1.  Wire transfer computer terminals are password protected.  2.  Wire transfer personnel are required to sign off their terminal every time they leave their station.  As a back-up, the computer terminals have an automatic sign-off feature after non-use.  3.  The bank limits the number of authorized wire transfer users.  4.  A log is maintained of all visitors and they are required to be escorted at all times.  5.  Physical location of Fed computer is located in an office that is locked at night.

1.  The bank obtains the customer's signature or uses call back procedures.  2.  Wire transfer procedures, including appropriate authorizations and call back procedures are in place.  3.  The bank requires the signature of the employee who is authorizing the outgoing wire request.  Two signatures are required on outgoing wires that exceed a bank-set limit.  4.  The bank obtains the customer's signature or uses callback procedures.

1.  Verification of collected funds is required for all outgoing wires.  2.  The bank requires the signature of the employee who is authorizing the outgoing wire.  Two signatures are required on outgoing wires that exceed a bank-set limit.
The Federal Reserve, First Tennessee and Arkansas Bankers Bank statements are reconciled daily by the accounting department to determine that all wire transfer activity has cleared.

1.  A proper segregation of duties exist between the functions of inputting the wire and verifying / transmitting the wire.  2.  The bank requires the signature of the employee who is authorizing the outgoing wire request.  Two signatures are required on outgoing wires that exceed a bank-set limit.","Immediate notification of bank Information Security Officer and wire systems administrator.  Check of logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.  Cease operation of the data circuit.",4.50,5.00,0.75,1.00,0.75,1.00,5.00,4.00,1.00,2.50,1.00,4.00,3.00,3.50,1.00,2.00,1.00,4.50,5.00,4.50,3.00,2.50,1.00,3.00,1.00,2.00,1.00,3.75,3.42,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Tracy Baker"," "," ","Audit Policy","Wire Transfer Policy"," ",,"Annual",3.42,3.42,"Accessibility to transfer funds.","Threat Unchanged","mdt",,"Reputational Risk",,4.56,"Semi-Annual",,,,
455,"Audit",3.00,"Accounting",,"Accounting","Improper accounting entries.  Employee theft.","Federal Funds","Reconciled daily and reviewed by management.","Notify security officer and convene incident response team.  Evaluate bankledger and accounting procedures and consider regulatory/customer/public notification as necessary.  Document issues to prevent future recurrence.  Consider regulatory, legal counsel, foresnic consultants,  and law enforcement notification as necessary.  Be prepared to issue press release to help quell negative publicity if necessary.  Review federal fund account monitoring procedures.",2.00,3.50,0.75,1.00,0.75,1.00,3.00,3.50,1.00,2.00,1.00,3.25,1.00,2.50,1.00,2.00,1.00,2.50,1.00,3.75,1.00,2.00,1.00,2.50,1.00,1.00,1.00,2.50,2.06,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",2.06,2.06,,"Threat Unchanged","mdt",,"Credit Risk",,2.75,"Annual",,,,
456,"Audit",3.00,"ALCO Committee",,"Accounting","Market risks in rising rates.
Few, but some quality issues on school districts/revenue municipal bonds.
If rates drop, a high percentage of agencies are callable, thus the yield on replacement bonds would be less.
The portfolio has increased duration which could effect market prices in the event of an interest rate rise.","Investments","Oversight and reports to management regarding values.
Oversight.
Diversify portfolio with more call protection.
If bonds are called, shorten final maturities or obtain longer call protection.","Convene senior management and bank president.  Review bank investment portoflio with Bank CFO and/or outside consultants.  Adjust portofolio based on new risk model.",2.75,4.50,0.50,1.00,0.50,1.00,5.00,3.50,1.00,3.75,1.00,3.25,1.00,4.00,1.00,4.00,1.00,4.50,1.00,4.50,1.00,2.50,1.00,3.50,1.00,2.00,1.00,3.55,1.97,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",1.97,1.97,,"Threat Unchanged","mdt",,"Interest Rate Risk",,3.95,"Annual",,,,
457,"Audit",3.00,"Lending",,"Lending","Dealer floor plans.
Residential interim construction loans.
Real estate lending in NW Arkansas.
Excessive concentrations of credit risks by some borrowers, industries, or geographic regions.","Loans","Periodic 3rd party floor plan checks.
Periodic 3rd party construction inspections.
NWA Chief Lending Officer on site to monitor underwriting and loan approval.  It is also closely monitored by bank loan review and management.
Monitored through monthly management reports and loan review.","Convene compliance committee to ascertain the seriousness of compliance issues such as concentrations  and/or failure to failure to follow existing bank policies.  Bank may involve outside compliance consultants and legal counsel.",3.75,4.50,0.50,1.00,0.50,1.00,4.50,2.50,1.00,4.00,1.00,4.25,1.00,4.50,1.00,4.50,1.00,4.75,1.00,4.50,1.00,2.50,1.00,4.00,1.00,2.00,1.00,3.75,2.06,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",2.06,2.06,,"Threat Unchanged","mdt",,"Reputational Risk",,4.12,"Annual",,,,
458,"Audit",3.00,"Lending",,"Lending","APR's.
Verification of Employment.
Lock Expirations.","Mortgage Loans - Audit","Mortgage Dept checks every loan's APR with auditors system.
Mortgage Dept independently gets the number for employer from the phone book and does verbal verifications.
Maintain a calendar with the locks expiring, which is checked daily and extended or relocked if needed.","Convene compliance committee to determine if system monitoring has broken down.  Review procedures and processess to ensure proper checks and verifications are reintegrated into the bank process.",3.75,4.25,0.50,1.00,0.50,1.00,4.50,3.00,1.00,4.25,1.00,3.25,1.00,4.00,1.00,2.25,1.00,2.50,1.00,4.00,1.00,2.00,1.00,3.75,1.00,2.00,1.00,3.10,1.95,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald"," "," "," ","Audit Policy"," "," ",,"Annual",1.95,1.95,,"Threat Unchanged","mdt",,"Credit Risk",,3.90,"Annual",,,,
459,"Audit",3.00,"Lending",,"Lending","Monitoring outstanding balances.  Debiting and crediting participants.  Wiring of advances.","Participations Sold and Purchased","Managed and controlled by the Note Department.  All participations are part of the loan review process and subject to the Bank loan policy.","Convene incident response team and notify Bank president and senior management.  Review participation involvement to protect image and reputation and finanical condition.",3.25,4.75,0.50,1.00,0.50,1.00,4.75,2.00,1.00,3.00,1.00,3.25,1.00,3.00,1.00,2.75,1.00,3.00,1.00,3.25,1.00,2.50,1.00,2.50,1.00,2.00,1.00,2.72,1.93,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald"," "," "," ","Audit Policy","Loan Policy"," ",,"Annual",1.93,1.93,,"Threat Unchanged","mdt",,"Credit Risk",,3.86,"Annual",,,,
460,"Audit",3.00,"Lending",,"Lending","Issuance and tracking.  Bank could lose track of customer credit balances through system corruption or fraud, customer could be an identity thief.  Customer could exceed credit limit.","Letters of Credit","Doc Shop assigns the Letter of Credit number, prepares the note and a generic letter of credit for the customer.  Tracking and balancing outstanding letters of credit is shared by the Doc Shop and Note Department.","Convene incident response team to verfiy accuracy and logging of issued letters of credit.  Make corrections and reviews to system settings to verify correct credit limits.",3.25,4.75,0.50,1.00,0.50,1.00,4.75,2.00,1.00,2.50,1.00,2.75,1.00,2.75,1.00,2.50,1.00,3.00,1.00,3.25,1.00,2.50,1.00,2.75,1.00,1.50,1.00,2.55,1.91,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald"," "," "," ","Audit Policy"," "," ",,"Annual",1.91,1.91,,"Threat Unchanged","mdt",,"Credit Risk",,3.82,"Annual",,,,
461,"Audit",3.00,"Lending",,"Lending","Improper accounting entries.
Reserves inadequate for amount of risk.","Reserve for Loan Loss","Activity is reviewed monthly by board and management.
Reserves are reviewed monthly by management and quarterly by the board.  The loan relationship risk grades are reviewed daily by management, loan officers, and loan review to ensure timely risk identification and reserve adequacy.","Convene compliance committee and bank senior management to find where allowance is inaccurate or fraudulent. Provide accurate handling of communications with bank regulators and  public offices so that reputation damage is minimized.  Use bank legal counsel to help mitigate financial losses",2.25,5.00,0.50,1.00,0.50,1.00,5.00,2.50,1.00,3.25,1.00,3.00,1.00,3.00,1.00,3.00,1.00,3.25,5.00,3.25,4.00,2.50,1.00,2.75,1.00,2.00,1.00,3.01,1.90,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald"," "," "," ","Audit Policy","Loan Policy"," ",,"Annual",1.90,1.90,,"Threat Unchanged","mdt",,"Liquidity Risk",,3.81,"Annual",,,,
462,"Audit",3.00,"Lending",,"Special Assets","Lack of insurance coverage on ORE or Repossessed Collateral could result in a possible loss.
Non-payment of real estate taxes could create a lien on ORE.
Possible loss due to deficient note balances, if collateral doesn't cover the total balance.","Special Assets","1.  Special Assets monitors the insurance coverage on ORE collateral on a monthly basis to protect the bank from possible loss.  2.  Repossessed collateral is covered under the Repo Company's blanket bond/insurance coverage.  
The bank pays taxes annually in October, or when real estate is moved into ORE.
Maintain good records of ORE/Repossessed Collateral sales so that the bank can pursue the debtor for any deficient note balances.","Convene incident response team and bank senior management to find where accouting trail of special assets and reporting is lacking.   Provide accurate handling of communications with bank regulators and  public offices so that reputation damage is minimized.  Use bank legal counsel to help mitigate financial losses",2.75,3.00,0.75,1.00,0.50,1.00,4.00,2.00,1.00,2.75,1.00,3.00,1.00,3.00,1.00,2.00,1.00,3.00,1.00,2.75,1.00,2.00,1.00,2.00,1.00,1.75,1.00,2.42,1.90,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Ron Wurtz"," "," ","Audit Policy",," ",,"Annual",1.90,1.90,,"Threat Unchanged","mdt",,"Operational Risk",,3.04,"Annual",,,,
463,"Audit",3.00,"Accounting",,"Accounting","Improper accounting entries.","Fixed Assets","Reconciled monthly and reviewed by management.","Notify security officer and convene incident response team.  Evaluate bank real property and ORE inventories and accounting procedures and consider regulatory/customer/public notification as necessary.  Document issues to prevent future recurrence.  Consider regulatory, legal counsel, foresnic consultants,  and law enforcement notification as necessary.  Be prepared to issue press release to help quell negative publicity if necessary.  Review prperty and assett inventory monitoring procedures.",2.75,4.00,0.75,1.00,0.50,1.00,3.50,2.00,1.00,2.00,1.00,3.50,1.00,2.50,1.00,2.50,1.00,2.75,1.00,2.50,1.00,1.50,1.00,1.50,1.00,1.25,1.00,2.20,1.94,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",1.94,1.94,,"Threat Unchanged","mdt",,"Operational Risk",,3.11,"Annual",,,,
464,"Audit",3.00,"Accounting",,"Accounting","Improper accounting entries.","Prepaid Expenses","Reconciled monthly and reviewed by management.","Convene incident response team and notify Bank president and senior management.  Review prepaid entries and employee nvolvement to protect bank image and reputation and finanical condition.",2.00,2.50,0.50,1.00,0.50,1.00,2.75,1.50,1.00,1.50,1.00,2.25,1.00,2.00,1.00,2.00,1.00,2.50,1.00,2.00,1.00,2.75,1.00,1.50,1.00,2.00,1.00,2.00,1.15,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",1.15,1.15,,"Threat Unchanged","mdt",,"Liquidity Risk",,2.31,"18 Months",,,,
465,"Audit",3.00,"Accounting",,"Accounting","Improper accounting entries.","Intangible Assets","Reconciled monthly and reviewed by management.","Convene incident response team and notify Bank president and senior management.  Review asset list (especially those with no specifi stated value) to react to bank employees accomplishing theft or fraud against the bank.",2.00,2.50,0.50,1.00,0.50,1.00,2.50,1.50,1.00,1.50,1.00,2.25,1.00,2.00,1.00,1.75,1.00,2.25,1.00,2.00,1.00,1.50,1.00,1.50,1.00,1.00,1.00,1.72,1.09,1/6/2011 11:27:29,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",1.09,1.09,,"Threat Unchanged","mdt",,"Operational Risk",,2.18,"18 Months",,,,
466,"Audit",3.00,"Accounting",,"Accounting","Improper accounting entries.","Other Assets","Reconciled monthly and reviewed by management.","Convene incident response team and notify Bank president and senior management.  Review other asset list to react to bank employees accomplishing theft or fraud against the bank.",2.75,3.25,0.75,1.00,0.50,1.00,4.00,2.00,1.00,2.00,1.00,2.75,1.00,2.50,1.00,2.00,1.00,3.00,1.00,2.50,1.00,1.75,1.00,2.00,1.00,1.00,1.00,2.15,1.89,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Tommy White"," "," ","Audit Policy",," ",,"Annual",1.89,1.89,,"Threat Unchanged","mdt",,"Reputational Risk",,3.03,"Annual",,,,
467,"Audit",3.00,"Retail Services",,"All Locations","Unreconciled principal and accrued interest payable.
Unposted / Suspense items.
Employee theft.
Dormant accounts.
Waiver of service charge income.
Kiting.
Overdrawn accounts.
Stop payment processing errors.
Failure to document account ownership and beneficiaries.
Physical protection of account signature cards.
Hold Statements.","Deposit Accounts - Demand Deposits and Savings","The demand deposit and savings trial balances are reconciled to the general ledger daily.
All unposted / suspense items are reviewed daily and appropriate dispositions are made.
1.  Employees are prevented from processing their own accounts.  2.  Officer and employee accounts are reviewed regularly for any unusual activity.
1.  Procedures are in effect to ensure the proper transfer of accounts to dormant status.  2.  Transactions processed against a dormant account require the review and approval by a specified employee who is outside of that function.
Controls are in effect to prevent the diversion of service charge income.
1.  Appropriate personnel are instructed concerning the mechanics of kiting and how to detect it.  2.  Employee training on detecting kiting schemes.
1.  The bank has a written overdraft policy.  2.  Only authorized officers approve overdrafts and only in compliance with bank's policy.  3.  A summary overdraft report is reviewed by a senior officer regularly.
Controls are in place to prevent the acceptance of stop payment checks.
Signature cards are obtained on all new accounts.
Signature cards are adequately safeguarded.
1.  Hold statements are required to be mailed to customers if not picked up within a stated period of time.  2.  Customers are required to sign for hold statements when picked up.","ID Thieft Response Procedures and notification of the Security Officer.  Convening of the Bank compliance committee and notification of the bank senior management.",4.00,4.50,0.50,1.00,0.50,1.00,4.50,2.00,1.00,3.00,1.00,3.00,1.00,2.75,1.00,2.00,1.00,3.00,1.00,2.50,1.00,1.75,1.00,1.50,1.00,1.50,1.00,2.30,1.91,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Terri Coleman"," "," ","Audit Policy",," ",,"Annual",1.91,1.91,,"Threat Unchanged","mdt",,"Market Risk",,3.82,"Annual",,,,
468,"Audit",3.00,"Retail Services",,"All Locations","Unposted / Suspense Items.
Unreconciled principal and accrued interest payable.
Failure to document account ownership and beneficiaries.
Failure to document special condition accounts.
Improper processing of time deposits.
Interest payment processing errors.","Deposit Accounts - Time Deposits","All unposted / suspense transactions are reviewed daily, and appropriate dispositions are made.
1.  The time deposit trial balance is reconciled to the general ledger daily.                  
 2.  Detailed interest accrual records are maintained, and balanced to the general ledger regularly.
Signature cards are maintained on all time deposits.
Records are flagged to prevent unauthorized transactions against special conditions (collateral on loan).
1.  Proper procedures are followed in opening, closing, and redemption of accounts.  2.  Procedures are in effect to ensure all customers are notified of annual interest earnings.
1.  Daily reconcilement of interest checks.  2.  Controls are in effect to prevent diversion of interest earned to the wrong account.","ID Thieft Response Procedures and notification of the Security Officer.  Convening of the Bank compliance committee and notification of the bank senior management.",4.00,4.50,0.50,1.00,0.50,1.00,4.50,2.00,1.00,2.00,1.00,2.75,3.00,2.50,1.00,1.75,1.00,2.50,1.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.08,1.88,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Terri Coleman"," "," ","Audit Policy",," ",,"Annual",1.88,1.88,,"Threat Unchanged","mdt",,"Operational Risk",,3.77,"Annual",,,,
469,"Audit",3.00,"Information Technology",,"Operations Center","Untimely Returns.
Refusal from BOFD.  Returned as late return.","Returned Items","A review of this function is performed by an officer.
Place all affidavit items on a 30 day hold to minimize bank loss and give BOFD a chance to refuse them.","Convene compliance committee and bank senior management to find where return procedures are being done inaccurately.  Provide accurate handling of communications with bank regulators so that reputation damage is minimized.  Use bank legal counsel to help mitigate financial losses",2.50,3.00,0.75,1.00,0.50,1.00,4.50,2.00,1.00,2.00,1.00,2.75,1.00,3.00,1.00,2.75,1.00,3.25,1.00,3.50,1.00,2.50,1.00,2.00,1.00,1.50,1.00,2.52,1.95,1/10/2011 0:00:00,0,0,0,1,0,0,0,"Amy Fitzgerald","Trish Tarkington"," "," ","Audit Policy",," ",,"Annual",1.95,1.95,,"Threat Unchanged","mdt",,"Credit Risk",,3.13,"Annual",,,,
